id,category,pegi,commentCount,commentScore,appSizeMB,downloads,ranking,FirstRGB,FirstHEX,FirstHSL,SecondRGB,SecondHEX,SecondHSL
161,Adventure,3,284,4.6,18.0,1000,92,"(125, 168, 177)",#7da8b1,"(190, 25%, 59%)","(32, 38, 221)",#2026dd,"(238, 75%, 50%)"
162,Adventure,3,284,4.6,18.0,1000,92,"(124, 169, 183)",#7ca9b7,"(194, 28%, 60%)","(34, 39, 218)",#2227da,"(238, 73%, 49%)"
163,Adventure,7,117240,4.0,112.0,1000000,93,"(27, 56, 69)",#1b3845,"(198, 44%, 19%)","(189, 179, 155)",#bdb39b,"(42, 20%, 67%)"
164,Adventure,7,117240,4.0,112.0,1000000,93,"(53, 44, 57)",#352c39,"(281, 13%, 20%)","(213, 141, 147)",#d58d93,"(355, 46%, 69%)"
165,Adventure,3,316244,4.6,-1.0,10000000,94,"(88, 79, 81)",#584f51,"(346, 5%, 33%)","(233, 173, 114)",#e9ad72,"(29, 73%, 68%)"
166,Adventure,3,316244,4.6,-1.0,10000000,94,"(187, 149, 80)",#bb9550,"(38, 44%, 52%)","(47, 61, 34)",#2f3d22,"(91, 28%, 19%)"
167,Adventure,3,15487,4.4,48.0,100000,95,"(79, 79, 68)",#4f4f44,"(240, 7%, 28%)","(223, 197, 132)",#dfc584,"(42, 59%, 70%)"
168,Adventure,3,15487,4.4,48.0,100000,95,"(91, 91, 69)",#5b5b45,"(240, 14%, 31%)","(223, 202, 140)",#dfca8c,"(44, 56%, 71%)"
169,Adventure,3,1429130,4.2,58.0,50000000,96,"(45, 117, 171)",#2d75ab,"(205, 57%, 42%)","(230, 212, 173)",#e6d4ad,"(41, 53%, 79%)"
170,Adventure,3,1429130,4.2,58.0,50000000,96,"(207, 216, 197)",#cfd8c5,"(88, 20%, 81%)","(28, 123, 179)",#1c7bb3,"(202, 73%, 41%)"
171,Adventure,3,16878,4.6,88.0,500000,97,"(201, 173, 140)",#c9ad8c,"(32, 36%, 67%)","(47, 136, 92)",#2f885c,"(150, 49%, 36%)"
172,Adventure,3,16878,4.6,88.0,500000,97,"(193, 192, 153)",#c1c099,"(58, 24%, 68%)","(43, 121, 140)",#2b798c,"(191, 53%, 36%)"
173,Adventure,18,18404,4.5,51.0,100000,98,"(137, 109, 75)",#896d4b,"(32, 28%, 42%)","(36, 32, 26)",#24201a,"(36, 16%, 12%)"
174,Adventure,18,18404,4.5,51.0,100000,98,"(66, 62, 55)",#423e37,"(38, 9%, 24%)","(220, 173, 78)",#dcad4e,"(40, 67%, 57%)"
175,Adventure,7,2652,4.4,85.0,50000,99,"(90, 146, 162)",#5a92a2,"(193, 28%, 49%)","(217, 194, 190)",#d9c2be,"(8, 26%, 80%)"
176,Adventure,7,2652,4.4,85.0,50000,99,"(92, 143, 136)",#5c8f88,"(171, 22%, 46%)","(220, 191, 155)",#dcbf9b,"(33, 48%, 74%)"
177,Educational,3,893302,4.3,50.0,10000000,1,"(194, 223, 222)",#c2dfde,"(177, 31%, 82%)","(29, 40, 36)",#1d2824,"(158, 16%, 14%)"
178,Educational,3,893302,4.3,50.0,10000000,1,"(173, 185, 189)",#adb9bd,"(195, 11%, 71%)","(10, 38, 30)",#0a261e,"(162, 57%, 9%)"
179,Educational,3,4523,4.3,642.0,1000000,2,"(53, 165, 102)",#35a566,"(146, 51%, 43%)","(227, 143, 134)",#e38f86,"(5, 62%, 71%)"
180,Educational,3,4523,4.3,642.0,1000000,2,"(25, 109, 197)",#196dc5,"(210, 77%, 44%)","(222, 147, 111)",#de936f,"(19, 63%, 65%)"
181,Educational,3,509244,4.1,-1.0,10000000,3,"(112, 198, 184)",#70c6b8,"(170, 43%, 61%)","(218, 181, 95)",#dab55f,"(41, 62%, 61%)"
182,Educational,3,509244,4.1,-1.0,10000000,3,"(160, 156, 111)",#a09c6f,"(55, 21%, 53%)","(34, 73, 79)",#22494f,"(188, 40%, 22%)"
183,Educational,3,5424,3.4,16.0,1000000,5,"(14, 32, 44)",#0e202c,"(204, 52%, 11%)","(190, 137, 118)",#be8976,"(15, 36%, 60%)"
184,Educational,3,5424,3.4,16.0,1000000,5,"(14, 48, 56)",#0e3038,"(191, 60%, 14%)","(211, 104, 77)",#d3684d,"(12, 60%, 56%)"
185,Educational,3,15656,3.9,168.0,5000000,6,"(171, 190, 204)",#abbecc,"(205, 24%, 74%)","(27, 56, 160)",#1b38a0,"(226, 71%, 37%)"
186,Educational,3,15656,3.9,168.0,5000000,6,"(200, 181, 178)",#c8b5b2,"(8, 17%, 74%)","(19, 73, 102)",#134966,"(200, 69%, 24%)"
187,Educational,3,7472,3.2,67.0,1000000,8,"(94, 96, 178)",#5e60b2,"(238, 35%, 53%)","(221, 173, 117)",#ddad75,"(32, 60%, 66%)"
188,Educational,3,7472,3.2,67.0,1000000,8,"(138, 54, 135)",#8a3687,"(302, 44%, 38%)","(215, 207, 150)",#d7cf96,"(52, 45%, 72%)"
189,Educational,3,34373,4.4,-1.0,5000000,10,"(35, 160, 168)",#23a0a8,"(183, 66%, 40%)","(218, 99, 77)",#da634d,"(9, 66%, 57%)"
190,Educational,3,34373,4.4,-1.0,5000000,10,"(126, 11, 70)",#7e0b46,"(329, 84%, 27%)","(232, 210, 110)",#e8d26e,"(49, 73%, 67%)"
191,Educational,3,28489,4.2,48.0,5000000,11,"(168, 161, 79)",#a8a14f,"(55, 36%, 48%)","(27, 68, 59)",#1b443b,"(166, 43%, 19%)"
192,Educational,3,28489,4.2,48.0,5000000,11,"(155, 47, 137)",#9b2f89,"(310, 53%, 40%)","(35, 35, 90)",#23235a,"(240, 44%, 25%)"
193,Educational,3,153,3.0,147.0,100000,14,"(206, 205, 217)",#cecdd9,"(244, 14%, 83%)","(39, 114, 182)",#2772b6,"(208, 65%, 43%)"
194,Educational,3,153,3.0,147.0,100000,14,"(230, 198, 138)",#e6c68a,"(39, 65%, 72%)","(67, 171, 217)",#43abd9,"(198, 66%, 56%)"
195,Educational,3,885,4.0,150.0,100000,15,"(115, 160, 33)",#73a021,"(81, 66%, 38%)","(119, 37, 21)",#772515,"(9, 70%, 27%)"
196,Educational,3,885,4.0,150.0,100000,15,"(32, 151, 154)",#20979a,"(181, 66%, 36%)","(235, 218, 158)",#ebda9e,"(46, 66%, 77%)"
197,Educational,3,2670,4.4,72.0,500000,16,"(95, 183, 157)",#5fb79d,"(162, 38%, 55%)","(208, 231, 165)",#d0e7a5,"(80, 57%, 78%)"
198,Educational,3,2670,4.4,72.0,500000,16,"(228, 189, 68)",#e4bd44,"(45, 75%, 57%)","(58, 105, 94)",#3a695e,"(165, 28%, 32%)"
199,Educational,3,58023,4.2,76.0,10000000,17,"(241, 228, 199)",#f1e4c7,"(41, 60%, 86%)","(29, 166, 36)",#1da624,"(123, 70%, 38%)"
200,Educational,3,58023,4.2,76.0,10000000,17,"(223, 216, 198)",#dfd8c6,"(43, 28%, 83%)","(41, 134, 58)",#29863a,"(130, 53%, 34%)"
201,Educational,3,10014,4.0,-1.0,1000000,18,"(247, 138, 87)",#f78a57,"(19, 91%, 65%)","(5, 94, 7)",#055e07,"(121, 90%, 19%)"
202,Educational,3,10014,4.0,-1.0,1000000,18,"(110, 199, 85)",#6ec755,"(106, 50%, 56%)","(228, 238, 213)",#e4eed5,"(84, 42%, 88%)"
203,Educational,7,2265,4.3,27.0,100000,19,"(31, 35, 40)",#1f2328,"(213, 13%, 14%)","(211, 167, 160)",#d3a7a0,"(8, 37%, 73%)"
204,Educational,7,2265,4.3,27.0,100000,19,"(35, 34, 40)",#232228,"(250, 8%, 15%)","(211, 173, 157)",#d3ad9d,"(17, 38%, 72%)"
205,Educational,3,114560,4.6,52.0,5000000,20,"(183, 193, 140)",#b7c18c,"(71, 30%, 65%)","(26, 175, 203)",#1aafcb,"(189, 77%, 45%)"
206,Educational,3,114560,4.6,52.0,5000000,20,"(190, 199, 205)",#bec7cd,"(204, 13%, 77%)","(39, 74, 107)",#274a6b,"(209, 47%, 28%)"
207,Educational,3,127813,4.0,46.0,10000000,21,"(189, 196, 171)",#bdc4ab,"(76, 17%, 72%)","(42, 127, 142)",#2a7f8e,"(189, 54%, 36%)"
208,Educational,3,127813,4.0,46.0,10000000,21,"(155, 142, 141)",#9b8e8d,"(4, 7%, 57%)","(32, 90, 118)",#205a76,"(199, 56%, 28%)"
209,Educational,3,42752,3.7,31.0,10000000,22,"(198, 202, 167)",#c6caa7,"(66, 25%, 72%)","(54, 219, 182)",#36dbb6,"(166, 70%, 54%)"
210,Educational,3,42752,3.7,31.0,10000000,22,"(233, 214, 132)",#e9d684,"(48, 70%, 72%)","(30, 159, 176)",#1e9fb0,"(186, 71%, 40%)"
211,Educational,3,366,2.1,50.0,50000,23,"(67, 72, 159)",#43489f,"(236, 41%, 44%)","(220, 156, 179)",#dc9cb3,"(338, 48%, 74%)"
212,Educational,3,366,2.1,50.0,50000,23,"(57, 83, 132)",#395384,"(219, 40%, 37%)","(213, 146, 191)",#d592bf,"(319, 44%, 70%)"
213,Educational,3,4348,4.1,91.0,1000000,24,"(88, 85, 96)",#585560,"(256, 6%, 35%)","(233, 179, 103)",#e9b367,"(35, 75%, 66%)"
214,Educational,3,4348,4.1,91.0,1000000,24,"(72, 187, 179)",#48bbb3,"(175, 46%, 51%)","(242, 138, 57)",#f28a39,"(26, 88%, 59%)"
215,Educational,3,5755,4.5,29.0,500000,25,"(85, 183, 119)",#55b777,"(140, 40%, 53%)","(238, 185, 85)",#eeb955,"(39, 82%, 63%)"
216,Educational,3,5755,4.5,29.0,500000,25,"(179, 213, 137)",#b3d589,"(86, 48%, 69%)","(197, 51, 17)",#c53311,"(11, 84%, 42%)"
217,Educational,3,28077,4.6,54.0,500000,26,"(158, 187, 191)",#9ebbbf,"(187, 20%, 68%)","(17, 137, 142)",#11898e,"(182, 79%, 31%)"
218,Educational,3,28077,4.6,54.0,500000,26,"(168, 205, 133)",#a8cd85,"(90, 42%, 66%)","(143, 83, 45)",#8f532d,"(23, 52%, 37%)"
219,Educational,3,9274,4.1,78.0,1000000,27,"(202, 214, 187)",#cad6bb,"(86, 25%, 79%)","(37, 126, 86)",#257e56,"(153, 55%, 32%)"
220,Educational,3,9274,4.1,78.0,1000000,27,"(207, 172, 97)",#cfac61,"(40, 53%, 60%)","(20, 117, 69)",#147545,"(150, 71%, 27%)"
221,Educational,3,26115,4.1,82.0,1000000,28,"(170, 196, 160)",#aac4a0,"(103, 23%, 70%)","(148, 64, 31)",#94401f,"(16, 65%, 35%)"
222,Educational,3,26115,4.1,82.0,1000000,28,"(176, 200, 169)",#b0c8a9,"(106, 22%, 72%)","(41, 107, 114)",#296b72,"(185, 47%, 30%)"
223,Educational,3,54395,3.7,42.0,5000000,29,"(151, 154, 113)",#979a71,"(64, 17%, 52%)","(218, 42, 108)",#da2a6c,"(337, 70%, 51%)"
224,Educational,3,54395,3.7,42.0,5000000,29,"(69, 94, 115)",#455e73,"(207, 25%, 36%)","(215, 164, 137)",#d7a489,"(20, 49%, 69%)"
225,Educational,3,114901,4.1,89.0,50000000,31,"(54, 97, 103)",#366167,"(187, 31%, 31%)","(213, 169, 175)",#d5a9af,"(351, 34%, 75%)"
226,Educational,3,114901,4.1,89.0,50000000,31,"(162, 190, 176)",#a2beb0,"(150, 18%, 69%)","(30, 86, 85)",#1e5655,"(178, 48%, 23%)"
227,Educational,3,5679,4.7,64.0,100000,32,"(183, 170, 106)",#b7aa6a,"(49, 35%, 56%)","(44, 114, 112)",#2c7270,"(178, 44%, 31%)"
228,Educational,3,5679,4.7,64.0,100000,32,"(103, 127, 132)",#677f84,"(190, 12%, 46%)","(217, 150, 101)",#d99665,"(25, 60%, 62%)"
229,Educational,3,300,3.5,54.0,100000,33,"(78, 70, 99)",#4e4663,"(256, 17%, 33%)","(194, 173, 156)",#c2ad9c,"(26, 24%, 69%)"
230,Educational,3,300,3.5,54.0,100000,33,"(103, 157, 185)",#679db9,"(200, 37%, 56%)","(213, 210, 201)",#d5d2c9,"(44, 13%, 81%)"
231,Educational,3,170216,4.4,132.0,10000000,34,"(212, 206, 214)",#d4ced6,"(284, 9%, 82%)","(17, 42, 121)",#112a79,"(225, 75%, 27%)"
232,Educational,3,170216,4.4,132.0,10000000,34,"(93, 101, 80)",#5d6550,"(82, 12%, 35%)","(225, 186, 136)",#e1ba88,"(33, 60%, 71%)"
233,Educational,3,63,4.2,63.0,1000,35,"(179, 184, 173)",#b3b8ad,"(87, 7%, 70%)","(53, 94, 105)",#355e69,"(192, 33%, 31%)"
234,Educational,3,10027,4.0,52.0,1000000,37,"(184, 164, 73)",#b8a449,"(49, 44%, 50%)","(10, 115, 93)",#0a735d,"(167, 84%, 25%)"
235,Educational,3,10027,4.0,52.0,1000000,37,"(93, 182, 121)",#5db679,"(138, 38%, 54%)","(227, 211, 170)",#e3d3aa,"(43, 50%, 78%)"
236,Educational,3,2458,3.6,24.0,100000,38,"(93, 155, 199)",#5d9bc7,"(204, 49%, 56%)","(229, 195, 194)",#e5c3c2,"(1, 40%, 83%)"
237,Educational,3,2458,3.6,24.0,100000,38,"(235, 204, 130)",#ebcc82,"(42, 72%, 72%)","(51, 119, 129)",#337781,"(187, 43%, 35%)"
238,Educational,3,14848,4.1,38.0,5000000,39,"(211, 152, 114)",#d39872,"(23, 52%, 64%)","(52, 137, 136)",#348988,"(179, 45%, 37%)"
239,Educational,3,14848,4.1,38.0,5000000,39,"(212, 159, 97)",#d49f61,"(32, 56%, 61%)","(38, 92, 89)",#265c59,"(176, 42%, 25%)"
240,Educational,3,6028,3.8,77.0,1000000,40,"(169, 191, 161)",#a9bfa1,"(104, 19%, 69%)","(28, 65, 75)",#1c414b,"(192, 46%, 20%)"
241,Educational,3,6028,3.8,77.0,1000000,40,"(174, 192, 178)",#aec0b2,"(133, 12%, 72%)","(31, 85, 128)",#1f5580,"(206, 61%, 31%)"
242,Educational,3,70,3.5,30.0,10000,41,"(155, 24, 128)",#9b1880,"(312, 73%, 35%)","(24, 65, 99)",#184163,"(207, 61%, 24%)"
243,Educational,3,70,3.5,30.0,10000,41,"(28, 46, 129)",#1c2e81,"(229, 64%, 31%)","(224, 215, 209)",#e0d7d1,"(24, 19%, 85%)"
244,Educational,3,27,3.7,59.0,10000,42,"(135, 183, 103)",#87b767,"(95, 36%, 56%)","(195, 213, 223)",#c3d5df,"(201, 30%, 82%)"
245,Educational,3,27,3.7,59.0,10000,42,"(186, 202, 182)",#bacab6,"(108, 16%, 75%)","(69, 140, 98)",#458c62,"(144, 34%, 41%)"
246,Educational,3,7689,4.3,57.0,1000000,44,"(168, 156, 34)",#a89c22,"(54, 66%, 40%)","(16, 122, 94)",#107a5e,"(164, 77%, 27%)"
247,Educational,3,7689,4.3,57.0,1000000,44,"(181, 201, 185)",#b5c9b9,"(131, 16%, 75%)","(37, 142, 155)",#258e9b,"(186, 61%, 38%)"
248,Educational,3,15557,4.3,41.0,5000000,45,"(174, 207, 163)",#aecfa3,"(105, 31%, 73%)","(16, 171, 161)",#10aba1,"(176, 83%, 37%)"
249,Educational,3,15557,4.3,41.0,5000000,45,"(91, 224, 147)",#5be093,"(145, 68%, 62%)","(244, 137, 83)",#f48953,"(20, 88%, 64%)"
250,Educational,3,530,3.7,86.0,50000,46,"(40, 59, 99)",#283b63,"(220, 42%, 27%)","(204, 166, 163)",#cca6a3,"(4, 28%, 72%)"
251,Educational,3,530,3.7,86.0,50000,46,"(149, 89, 146)",#955992,"(303, 25%, 47%)","(34, 75, 120)",#224b78,"(211, 56%, 30%)"
252,Educational,3,1074,4.3,67.0,50000,47,"(70, 68, 82)",#464452,"(248, 9%, 28%)","(233, 163, 123)",#e9a37b,"(21, 71%, 70%)"
253,Educational,3,1074,4.3,67.0,50000,47,"(242, 235, 207)",#f2ebcf,"(47, 56%, 88%)","(50, 165, 105)",#32a569,"(148, 53%, 42%)"
254,Educational,3,134857,4.5,37.0,1000000,48,"(224, 208, 119)",#e0d077,"(50, 63%, 67%)","(67, 92, 37)",#435c25,"(87, 43%, 25%)"
255,Educational,3,134857,4.5,37.0,1000000,48,"(205, 200, 98)",#cdc862,"(57, 52%, 59%)","(62, 112, 46)",#3e702e,"(105, 42%, 31%)"
256,Educational,3,5815,4.4,45.0,100000,50,"(65, 205, 160)",#41cda0,"(160, 57%, 53%)","(227, 153, 69)",#e39945,"(31, 74%, 57%)"
257,Educational,3,5815,4.4,45.0,100000,50,"(167, 201, 179)",#a7c9b3,"(141, 24%, 72%)","(204, 77, 126)",#cc4d7e,"(336, 55%, 55%)"
258,Educational,3,8009,4.0,-1.0,5000000,51,"(205, 211, 59)",#cdd33b,"(62, 63%, 53%)","(35, 94, 110)",#235e6e,"(192, 52%, 28%)"
259,Educational,3,8009,4.0,-1.0,5000000,51,"(161, 92, 29)",#a15c1d,"(28, 69%, 37%)","(211, 216, 141)",#d3d88d,"(64, 49%, 70%)"
260,Educational,3,6515,4.2,55.0,100000,52,"(78, 186, 157)",#4eba9d,"(163, 44%, 52%)","(217, 193, 186)",#d9c1ba,"(13, 28%, 79%)"
261,Educational,3,6515,4.2,55.0,100000,52,"(22, 67, 65)",#164341,"(177, 51%, 17%)","(232, 120, 89)",#e87859,"(13, 76%, 63%)"
262,Educational,3,279,3.7,54.0,100000,53,"(78, 70, 99)",#4e4663,"(256, 17%, 33%)","(194, 173, 156)",#c2ad9c,"(26, 24%, 69%)"
263,Educational,3,279,3.7,54.0,100000,53,"(103, 157, 185)",#679db9,"(200, 37%, 56%)","(213, 210, 201)",#d5d2c9,"(44, 13%, 81%)"
264,Educational,3,41625,3.9,35.0,5000000,54,"(231, 193, 126)",#e7c17e,"(38, 69%, 70%)","(76, 201, 141)",#4cc98d,"(151, 54%, 54%)"
265,Educational,3,41625,3.9,35.0,5000000,54,"(208, 218, 181)",#d0dab5,"(76, 33%, 78%)","(30, 169, 195)",#1ea9c3,"(189, 73%, 44%)"
266,Educational,3,1492,3.9,48.0,100000,55,"(213, 208, 198)",#d5d0c6,"(39, 15%, 81%)","(51, 116, 121)",#337479,"(184, 41%, 34%)"
267,Educational,3,1492,3.9,48.0,100000,55,"(187, 206, 197)",#bbcec5,"(151, 16%, 77%)","(37, 116, 139)",#25748b,"(193, 57%, 35%)"
268,Educational,3,290,4.5,144.0,5000,56,"(42, 56, 43)",#2a382b,"(124, 14%, 19%)","(204, 130, 72)",#cc8248,"(26, 56%, 54%)"
269,Educational,3,290,4.5,144.0,5000,56,"(51, 59, 57)",#333b39,"(165, 7%, 22%)","(215, 131, 70)",#d78346,"(25, 64%, 56%)"
270,Educational,3,3678,4.0,69.0,1000000,57,"(49, 64, 120)",#314078,"(227, 42%, 33%)","(227, 128, 93)",#e3805d,"(15, 71%, 63%)"
271,Educational,3,3678,4.0,69.0,1000000,57,"(140, 168, 207)",#8ca8cf,"(214, 41%, 68%)","(202, 43, 76)",#ca2b4c,"(347, 65%, 48%)"
272,Educational,3,2321,4.1,33.0,500000,58,"(183, 203, 203)",#b7cbcb,"(180, 16%, 76%)","(45, 45, 86)",#2d2d56,"(240, 31%, 26%)"
273,Educational,3,2321,4.1,33.0,500000,58,"(183, 201, 201)",#b7c9c9,"(180, 14%, 75%)","(159, 60, 118)",#9f3c76,"(324, 45%, 43%)"
274,Educational,3,138049,4.4,77.0,10000000,59,"(196, 184, 124)",#c4b87c,"(49, 38%, 63%)","(58, 87, 79)",#3a574f,"(163, 20%, 28%)"
275,Educational,3,138049,4.4,77.0,10000000,59,"(220, 186, 179)",#dcbab3,"(10, 37%, 78%)","(64, 59, 60)",#403b3c,"(348, 4%, 24%)"
276,Educational,3,11253,3.7,64.0,1000000,60,"(229, 190, 59)",#e5be3b,"(46, 77%, 56%)","(43, 84, 119)",#2b5477,"(207, 47%, 32%)"
277,Educational,3,11253,3.7,64.0,1000000,60,"(61, 108, 59)",#3d6c3b,"(117, 28%, 33%)","(233, 239, 218)",#e9efda,"(77, 40%, 90%)"
278,Educational,3,6593,3.9,43.0,1000000,61,"(96, 161, 164)",#60a1a4,"(182, 27%, 51%)","(215, 177, 133)",#d7b185,"(32, 51%, 68%)"
279,Educational,3,6593,3.9,43.0,1000000,61,"(163, 170, 157)",#a3aa9d,"(92, 7%, 64%)","(23, 83, 91)",#17535b,"(187, 60%, 22%)"
280,Educational,3,5965,4.0,41.0,1000000,62,"(84, 152, 79)",#54984f,"(115, 32%, 45%)","(231, 143, 128)",#e78f80,"(8, 68%, 70%)"
281,Educational,3,5965,4.0,41.0,1000000,62,"(170, 94, 93)",#aa5e5d,"(0, 31%, 52%)","(8, 161, 165)",#08a1a5,"(181, 91%, 34%)"
282,Educational,3,5022,4.0,83.0,5000000,63,"(189, 161, 98)",#bda162,"(41, 41%, 56%)","(42, 73, 56)",#2a4938,"(147, 27%, 23%)"
283,Educational,3,5022,4.0,83.0,5000000,63,"(87, 102, 63)",#57663f,"(83, 24%, 32%)","(213, 195, 132)",#d5c384,"(46, 49%, 68%)"
284,Educational,3,5147,4.6,20.0,100000,64,"(136, 88, 225)",#8858e1,"(261, 70%, 61%)","(218, 220, 221)",#dadcdd,"(199, 4%, 86%)"
285,Educational,3,5147,4.6,20.0,100000,64,"(112, 69, 216)",#7045d8,"(257, 65%, 56%)","(233, 201, 174)",#e9c9ae,"(27, 56%, 80%)"
286,Educational,3,187318,4.0,67.0,10000000,65,"(148, 171, 166)",#94aba6,"(166, 12%, 63%)","(32, 102, 99)",#206663,"(177, 52%, 26%)"
287,Educational,3,187318,4.0,67.0,10000000,65,"(180, 167, 134)",#b4a786,"(43, 23%, 62%)","(43, 74, 66)",#2b4a42,"(164, 26%, 23%)"
288,Educational,3,965,4.3,51.0,50000,66,"(177, 196, 190)",#b1c4be,"(161, 14%, 73%)","(136, 51, 47)",#88332f,"(2, 49%, 36%)"
289,Educational,3,965,4.3,51.0,50000,66,"(173, 190, 181)",#adbeb5,"(148, 12%, 71%)","(39, 65, 94)",#27415e,"(211, 41%, 26%)"
290,Educational,3,2349,4.7,90.0,10000,67,"(68, 67, 63)",#44433f,"(48, 4%, 26%)","(217, 202, 195)",#d9cac3,"(19, 22%, 81%)"
291,Educational,3,2349,4.7,90.0,10000,67,"(165, 165, 162)",#a5a5a2,"(240, 2%, 64%)","(34, 44, 40)",#222c28,"(156, 13%, 15%)"
292,Educational,3,6993,4.6,93.0,500000,68,"(101, 172, 212)",#65acd4,"(201, 56%, 61%)","(234, 187, 144)",#eabb90,"(28, 68%, 74%)"
293,Educational,3,6993,4.6,93.0,500000,68,"(228, 194, 157)",#e4c29d,"(31, 56%, 75%)","(57, 99, 126)",#39637e,"(203, 38%, 36%)"
294,Educational,3,90624,4.1,43.0,10000000,69,"(171, 168, 147)",#aba893,"(52, 12%, 62%)","(30, 117, 107)",#1e756b,"(173, 59%, 28%)"
295,Educational,3,90624,4.1,43.0,10000000,69,"(91, 146, 143)",#5b928f,"(176, 23%, 46%)","(222, 185, 154)",#deb99a,"(27, 51%, 74%)"
296,Educational,3,586,4.1,84.0,100000,70,"(194, 169, 151)",#c2a997,"(25, 26%, 68%)","(54, 95, 51)",#365f33,"(115, 30%, 28%)"
297,Educational,3,586,4.1,84.0,100000,70,"(186, 216, 229)",#bad8e5,"(198, 45%, 81%)","(50, 120, 118)",#327876,"(178, 41%, 33%)"
298,Educational,3,3887,4.0,68.0,1000000,71,"(179, 212, 183)",#b3d4b7,"(127, 28%, 77%)","(204, 80, 87)",#cc5057,"(356, 55%, 56%)"
299,Educational,3,3887,4.0,68.0,1000000,71,"(200, 177, 164)",#c8b1a4,"(21, 25%, 71%)","(29, 84, 105)",#1d5469,"(196, 56%, 26%)"
300,Educational,3,7146,4.2,-1.0,1000000,73,"(190, 189, 179)",#bebdb3,"(54, 8%, 72%)","(28, 70, 85)",#1c4655,"(195, 50%, 22%)"
301,Educational,3,7146,4.2,-1.0,1000000,73,"(212, 184, 167)",#d4b8a7,"(22, 34%, 74%)","(47, 86, 102)",#2f5666,"(197, 37%, 28%)"
302,Educational,3,1344,4.0,48.0,50000,74,"(216, 196, 141)",#d8c48d,"(44, 49%, 70%)","(42, 93, 94)",#2a5d5e,"(181, 38%, 27%)"
303,Educational,3,1344,4.0,48.0,50000,74,"(220, 195, 140)",#dcc38c,"(41, 53%, 71%)","(43, 104, 115)",#2b6873,"(189, 46%, 31%)"
304,Educational,3,949,4.3,74.0,50000,75,"(174, 143, 87)",#ae8f57,"(38, 35%, 51%)","(50, 70, 23)",#324617,"(85, 51%, 18%)"
305,Educational,3,949,4.3,74.0,50000,75,"(150, 170, 99)",#96aa63,"(76, 28%, 53%)","(47, 110, 67)",#2f6e43,"(139, 40%, 31%)"
306,Educational,3,281,3.2,85.0,10000,76,"(171, 205, 159)",#abcd9f,"(104, 32%, 71%)","(31, 104, 55)",#1f6837,"(139, 54%, 26%)"
307,Educational,3,281,3.2,85.0,10000,76,"(203, 204, 132)",#cbcc84,"(60, 41%, 66%)","(52, 145, 107)",#34916b,"(155, 47%, 39%)"
308,Educational,3,6248,3.8,72.0,1000000,77,"(195, 177, 140)",#c3b18c,"(40, 31%, 66%)","(30, 65, 72)",#1e4148,"(190, 41%, 20%)"
309,Educational,3,6248,3.8,72.0,1000000,77,"(76, 152, 152)",#4c9898,"(180, 33%, 45%)","(212, 180, 155)",#d4b49b,"(26, 40%, 72%)"
310,Educational,3,2479,4.0,54.0,1000000,79,"(50, 131, 143)",#32838f,"(187, 48%, 38%)","(209, 133, 129)",#d18581,"(3, 47%, 66%)"
311,Educational,3,2479,4.0,54.0,1000000,79,"(51, 58, 98)",#333a62,"(231, 32%, 28%)","(233, 146, 118)",#e99276,"(14, 72%, 69%)"
312,Educational,3,4218,3.9,74.0,1000000,80,"(177, 207, 167)",#b1cfa7,"(104, 28%, 73%)","(32, 78, 70)",#204e46,"(169, 42%, 22%)"
313,Educational,3,4218,3.9,74.0,1000000,80,"(164, 196, 190)",#a4c4be,"(168, 21%, 71%)","(24, 104, 116)",#186874,"(187, 66%, 27%)"
314,Educational,3,7661,4.2,109.0,5000000,82,"(238, 86, 180)",#ee56b4,"(322, 82%, 64%)","(54, 196, 196)",#36c4c4,"(180, 56%, 49%)"
315,Educational,3,7661,4.2,109.0,5000000,82,"(227, 61, 174)",#e33dae,"(319, 75%, 56%)","(235, 227, 231)",#ebe3e7,"(330, 17%, 91%)"
316,Educational,3,3873,4.1,2.0,1000000,83,"(165, 181, 124)",#a5b57c,"(76, 28%, 60%)","(159, 52, 63)",#9f343f,"(353, 51%, 41%)"
317,Educational,3,3873,4.1,2.0,1000000,83,"(173, 194, 91)",#adc25b,"(72, 46%, 56%)","(171, 53, 79)",#ab354f,"(346, 53%, 44%)"
318,Educational,3,44285,4.3,57.0,10000000,84,"(207, 212, 169)",#cfd4a9,"(66, 33%, 75%)","(28, 127, 165)",#1c7fa5,"(196, 71%, 38%)"
319,Educational,3,44285,4.3,57.0,10000000,84,"(78, 117, 137)",#4e7589,"(200, 27%, 42%)","(228, 174, 114)",#e4ae72,"(31, 68%, 67%)"
320,Educational,3,7905,4.0,122.0,5000000,85,"(38, 56, 79)",#26384f,"(213, 35%, 23%)","(230, 206, 100)",#e6ce64,"(48, 72%, 65%)"
321,Educational,3,7905,4.0,122.0,5000000,85,"(71, 113, 124)",#47717c,"(192, 27%, 38%)","(233, 209, 134)",#e9d186,"(45, 69%, 72%)"
322,Educational,3,16516,4.3,19.0,100000,86,"(29, 56, 78)",#1d384e,"(206, 46%, 21%)","(216, 188, 180)",#d8bcb4,"(13, 32%, 78%)"
323,Educational,3,16516,4.3,19.0,100000,86,"(34, 58, 81)",#223a51,"(209, 41%, 23%)","(216, 210, 226)",#d8d2e2,"(262, 22%, 85%)"
